Copies,Date,Decision?,Draft length,DraftType,Last Pick,Lineup,Name,Overall,Pick,Player,Position,Scoring,Teams,league_id
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140333,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,62512
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Dog Pound Dynasty,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,15448
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Amateur Dynasty 157,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,62956
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",HBO III Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.25, WR_PPR: 0.9, TE_PPR: 1.5",12.0,56719
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140027,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,47377
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140149,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,29895
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ",Chalupa Batman Dynasty League,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",10.0,21605
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",NFL Fever Dynasty,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,29884
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Apex Amateur Superflex Dynasty 185,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,43247
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1-2, Def: 1-2, ",Chili's Goal Line Stand Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,46747
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 1-7, WR: 1-7, TE: 1-7, ",Dynasty SuperFlex League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,46770
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140142,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,17779
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140256,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,44474
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140194,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,11855
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ",Legends of Dynasty V,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 5.75, WR_PPR: 5.4, TE_PPR: 6.0",12.0,50234
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-4, TE: 1-3, PK: 1, Def: 1, ",INTENSITY 10 DYNASTY League 10,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,11087
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",Dynasty Degenerates League 2,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,62819
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140001,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12625
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140186,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,15311
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Tecmo Super Dynasty,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,25644
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140383 - Classic 8,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,13249
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140346,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,48922
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Animal Kingdom Dynasty 3,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,23543
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140295,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,55832
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Amateur Dynasty 221,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,61814
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140029,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,22889
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-5, WR: 2-5, TE: 1-4, Def: 1, ",Hooray Football Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,12841
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140534,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,17522
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Pot `O Gold Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,48032
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140638 - Delta 1805,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,24208
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Motorhead Dynasty League 2,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,63518
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Penthouse Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,64075
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Apex Amateur Deep Dynasty 213,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,58376
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140471,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,10240
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 3, WR: 4, TE: 1, PK: 1, Def: 1, ",Dynasty League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,24103
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140516,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,56836
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-7, WR: 2-7, TE: 1-6, Def: 1, ",Best Ball Dynasty Bumz ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.5",12.0,15924
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Rookie Dynasty 163,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,24479
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140482,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,67226
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 2-4, TE: 1-2, ",Bird's Nest Dynasty League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,72822
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Holy Rollers Dynasty FFL,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,26759
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-5, TE: 1-2, PK: 1, Def: 1, ",Pat Chugs Dick Dynasty Football League,1,1.01, , ,"QB_pTD: 0, RB_PPR: 20.0, WR_PPR: 21.0, TE_PPR: 21.5",12.0,48579
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140224,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,14421
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Amateur Dynasty 232,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,17479
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140529 - The Brad Peterson League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12951
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-3, Def: 1, ",United Dynasty Fantasy League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12020
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Lords of Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,64242
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Beca Alumni Dynasty Football ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",14.0,11691
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140187,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,58942
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Amateur Dynasty 114,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,18430
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Great Americans Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,33227
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-5, WR: 1-5, TE: 1-5, ",Dynasty Addicts Anonymous - $250,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,15635
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140473,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,14859
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140170,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,48011
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Moneyball Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,44049
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140617 - Bravo 201,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,17751
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 2-4, TE: 1-3, ",Deep Sleepers Dynasty ,1,1.01, , ,"QB_pTD: 0, RB_PPR: 1.5, WR_PPR: 1.5, TE_PPR: 2.0",12.0,72690
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140556 - Refugees of 29,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,46584
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140432 (Fowler),1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,20925
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1, ",USFL Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,26437
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Veteran Dynasty 207,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,48391
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140522,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,45296
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Amateur Dynasty 53230,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,53230
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140137,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,41972
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ",Worldwide Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,35807
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140264,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,36687
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140016,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,23731
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Apex Amateur Superflex Dynasty 206,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,64711
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Never Enough Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,10476
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140297,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,58436
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140396 - Michigan 6,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,10051
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140447,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,18989
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140307,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,65557
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140433,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12883
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-2, PK: 1, Def: 1, ",Rock N Roll Dynasty League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12889
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-4, TE: 1-3, PK: 1, Def: 1, ",Intensity 4 Fantasy Football Dynasty League IV,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,40710
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Apex Rookie Dynasty 125,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,14216
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140514,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,53264
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-4, WR: 2-5, TE: 1-3, TMPK: 0-1, Def: 1, ",Game of Balls Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,39673
1.0,1/1/2070,Yes,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",Highlight Film Dynasty Football,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,14758
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140057,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,36427
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-5, TE: 1-3, ",Superior Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,36183
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 2-4, TE: 1-2, Def: 1, ",DC Contract Dynasty 2021,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,73311
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Medieval Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,74551
1.0,1/1/2070,Yes,,SAME,,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-4, Def: 1, ",Can't think of a name dynasty league,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,62981
