Date,DraftType,Overall,Pick,Player,Position,Last Pick,Draft length,league_id,Name,Lineup,Scoring,Teams,Copies,Decision?
2021-04-23,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,29566,SafeLeagues Dynasty 618 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-16,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,57071,SafeLeagues Dynasty 608 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-03,SAME,1,1.01,"Lawrence, Trevor",QB,12.12,12.0,53625,FFCC Dynasty Best Ball 3,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 2-5, ","QB_pTD: 4.0, RB_PPR: 0.75, WR_PPR: 0.75, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-25,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,74302,SafeLeagues Dynasty 619 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-22,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,28098,SafeLeagues Best Ball Dynasty 203 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-15,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,18.12,18.0,73177,zzz Get off my lawn!,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-03-01,SDRAFT,1,1.01,"McCaffrey, Christian",RB,28.12,28.0,53992,Sunday Funday Dynasty League,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-03-07,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,12513,Outsiders MFL10s league 01,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-05-11,SDRAFT,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,65793,Show me the money ,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-03,SDRAFT,1,1.01,"Mahomes, Patrick",QB,35.12,35.0,67742,NFL FANATICS VII,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-04-17,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,39104,SafeLeagues Dynasty 605 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-07,SDRAFT,1,1.01,"Mahomes, Patrick",QB,25.12,25.0,12778,The Football Flicks League,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-18,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,51991,SafeLeagues Best Ball Dynasty 202 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-10,SDRAFT,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,50230,ZKC 2.0,"QB: 1-2, RB: 2-5, WR: 2-5, TE: 1-3, ","QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-05-07,SAME,1,1.01,"Lawrence, Trevor",QB,30.12,30.0,32615,Super best friends dynasty,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-03-01,SDRAFT,1,1.01,"Mahomes, Patrick",QB,30.12,30.0,56604,Friends of DT Premium SF/TE (Tiered),"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ","QB_pTD: 5.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.75",12.0,1.0,Yes
2021-04-30,SDRAFT,1,1.01,"Mahomes, Patrick",QB,28.1,28.0,52857,"I’m a winner,I’m going to win","QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-3, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.5",10.0,1.0,Yes
2021-04-01,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,60412,DLF Dynasty Mock April #5,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-03-02,SDRAFT,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,60187,Sunday FunDay Dynasty - Premium 005 (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-17,SDRAFT,1,1.01,"McCaffrey, Christian",RB,30.05,30.0,25352,Dynasty Stars Dispersal,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",14.0,1.0,Yes
2021-04-18,SAME,1,1.01,"Lawrence, Trevor",QB,10.1,10.0,27677,College Football Dynasty League,"QB: 1-2, RB: 2-4, WR: 2-6, TE: 1-3, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,1.0,Yes
2021-03-12,SDRAFT,1,1.01,"McCaffrey, Christian",RB,25.12,25.0,57420,Hard Knocks I,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-02-15,SFIRSTRANDOM,1,1.01,"Kelce, Travis",TE,20.16,20.0,46169,2021 FBG WSL 1 !!11!!! 😎,"QB: 1, RB: 2, WR: 3, TE: 1, PK: 1, Def: 1, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",16.0,1.0,Yes
2021-04-13,SFIRSTRANDOM,1,1.01,"Taylor, Jonathan",RB,20.12,20.0,58766,Masters Bronze Dynasty Super Early Email Draft #2 - 140651,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-17,SFIRSTRANDOM,1,1.01,"Allen, Josh",QB,22.12,22.0,33176,Outsiders MFL10s league 04 (SF/TE Prem),"QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.75",12.0,1.0,Yes
2021-04-22,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,26997,SafeLeagues Best Ball Dynasty 205 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-09,SAME,1,1.01,"Lawrence, Trevor",QB,12.12,12.0,25474,Two Minute Warning Drill,"QB: 1-2, RB: 1-4, WR: 2-5, TE: 1-2, DT+DE: 2-4, LB: 3-6, CB+S: 4-6, ","QB_pTD: 25.0, RB_PPR: 1.0, WR_PPR: 2.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-03-30,SDRAFT,1,1.01,"Mahomes, Patrick",QB,20.12,20.0,29315,April 2021 Superflex ADP w/ Rookie Picks 2,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-19,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,12898,SafeLeagues Dynasty 613 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-19,SDRAFT,1,1.01,"McCaffrey, Christian",RB,22.12,22.0,44106,DataForce: COPPER 103,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-21,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,15918,SafeLeagues Dynasty 616 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-19,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,60530,SafeLeagues Best Ball Dynasty 203 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-04,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,32587,Masters Copper Dynasty Super Early Email Draft #1 - 140642,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-03-20,SFIRSTRANDOM,1,1.01,"Allen, Josh",QB,22.12,22.0,37593,Outsiders MFL10s league 02 (SF/TE Prem),"QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.75",12.0,1.0,Yes
2021-04-23,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,58613,SafeLeagues Best Ball Dynasty 204 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-02-23,SDRAFT,1,1.01,"Mahomes, Patrick",QB,30.12,30.0,70134,Video Game Characters,"QB: 1-2, RB: 0-9, WR: 0-9, TE: 0-9, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-12,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,71075,SafeLeagues Dynasty 622 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-03-25,SDRAFT,1,1.01,"Mahomes, Patrick",QB,25.12,25.0,69248,Hard Knocks II,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-04-30,SAME,1,1.01,"Lawrence, Trevor",QB,12.12,12.0,19069,Stats And Cash,"QB: 1, RB: 2, WR: 2-3, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,1.0,Yes
2021-02-22,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,65047,Masters Tin Dynasty Super Early Email Draft #1 - 140641,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-08,SDRAFT,1,1.01,"McCaffrey, Christian",RB,15.12,15.0,22854,SiriusXM Post-NFL Free Agency Fantasy Football Draft,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-17,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,65796,SafeLeagues Dynasty 607 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-15,SAME,1,1.01,"Wilson, Zach",QB,9.12,9.0,35640,Moland Springs Dynasty League,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",12.0,1.0,Yes
2021-05-10,SDRAFT,1,1.01,"Mahomes, Patrick",QB,27.12,27.0,73465,Dynasty for the Boys,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-05-04,SDRAFT,1,1.01,"Taylor, Jonathan",RB,20.12,20.0,19408,Dirty Dozen League,"QB: 1, RB: 2, WR: 3, TE: 1, PK: 1, Def: 1, ","QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-05-06,SDRAFT,1,1.01,"Mahomes, Patrick",QB,30.12,30.0,34484,FantasyPoints.com SuperFlex Dynasty,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-03-30,SDRAFT,1,1.01,"Mahomes, Patrick",QB,20.12,20.0,30672,April 2021 Superflex ADP w/ Rookie Picks 1,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-03,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,25.12,25.0,67098,TRIPLE J,"QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-2, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-04,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,63526,Masters Tin Dynasty Super Early Email Draft #2 - 140652,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-15,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,30604,SafeLeagues Dynasty 601 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-02-28,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,25261,DLF Dynasty Mock March #3,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-05-08,SAME,1,1.01,"Gaskin, Myles",RB,10.12,10.0,27572,AFFL Dynasty,"QB: 1, RB: 2-4, WR+TE: 3-5, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-03-28,SDRAFT,1,1.01,"McCaffrey, Christian",RB,30.12,30.0,42125,Neutral Zone Infraction,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-02-19,SDRAFT,1,1.01,"Mahomes, Patrick",QB,20.12,20.0,67702,Feb. 2021 Superflex ADP w/ Rookie Picks Mock 1,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-16,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,59919,SafeLeagues Dynasty 604 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-03-03,RANDOM,1,1.01,"McCaffrey, Christian",RB,19.12,19.0,43645,Wolfpack Rules2,"QB: 1, RB: 2, WR: 2, TE: 1, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,1.0,Yes
2021-04-16,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,49928,SafeLeagues Dynasty 606 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-02-16,SDRAFT,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,57236,4for4 Dynasty 1QB Mock Feb 2021,"QB: 1, RB: 1-5, WR: 1-5, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-05-08,3RDROUND,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,39658,FSA Defunct Dynasty: Foxtrot,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-15,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,11149,SafeLeagues Dynasty 603 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-02-19,SDRAFT,1,1.01,"Mahomes, Patrick",QB,20.12,20.0,57947,Feb. 2021 Superflex ADP w/ Rookie Picks Mock 2,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-01,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,69358,DLF Dynasty Mock April #3,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-02-28,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,62973,DLF Dynasty Mock March #2,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-02-19,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,56481,Masters Bronze Dynasty Super Early Email Draft #1 - 140643,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-03,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,20.12,20.0,53050,Outsiders MFL10s league 03,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-28,SDRAFT,1,1.01,"McCaffrey, Christian",RB,35.1,35.0,27024,Covid Escape League (CEL),"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, DT+DE: 2-5, LB: 2-4, CB+S: 2-4, ","QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,1.0,Yes
2021-05-08,SDRAFT,1,1.01,"Mahomes, Patrick",QB,25.12,25.0,51765,I Want to Dienasty,"QB: 1, RB: 1-5, WR: 1-5, TE: 1-5, Def: 1, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,1.0,Yes
2021-04-14,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,47992,SafeLeagues Dynasty 602 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-23,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,21766,SafeLeagues Dynasty 617 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-05-11,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,61878,SafeLeagues Dynasty 621 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-03,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,25.12,25.0,19622,Ref's 12 Teamer,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1-2, Def: 1-2, ","QB_pTD: 6.0, RB_PPR: 0.75, WR_PPR: 0.75, TE_PPR: 1.0",12.0,1.0,Yes
2021-04-21,SFIRSTRANDOM,1,1.01,"McCaffrey, Christian",RB,28.12,28.0,19754,SafeLeagues Dynasty 615 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-04-17,SFIRSTRANDOM,1,1.01,"Mahomes, Patrick",QB,28.12,28.0,66501,SafeLeagues Best Ball Dynasty 201 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,1.0,Yes
2021-03-15,SFIRSTRANDOM,1,1.01,"Taylor, Jonathan",RB,20.12,20.0,42516,Masters Silver Dynasty Super Early Email Draft #1 - 140644,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,Yes
