Date,DraftType,Overall,Pick,Player,Position,league_id,Name,Lineup,Scoring,Teams,Copies,Decision?
1970-01-01 00:00:00,,1.0,1.01, , ,27631,H&H Dynasty,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,52534,Cutting Edge Fantasy,,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",,,
1970-01-01 00:00:00,,1.0,1.01, , ,55072,Test League,,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,,
1970-01-01 00:00:00,SFIRSTRANDOM,1.0,1.01, , ,38421,Brownmeister Bowl,"QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ","QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",10.0,1.0,
1970-01-01 00:00:00,SDRAFT,1.0,1.01, , ,64733,DLF Family of Podcast: Family Squabble,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
1970-01-01 00:00:00,SAME,1.0,1.01, , ,47903,Copy of FDSB Dynasty League,"QB: 1, RB: 1-3, WR: 2-5, TE: 1-2, PK: 1, PN: 0-1, DT+DE: 3-4, LB: 3-4, CB+S: 3-4, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,65723,WNY Invitational Fantasy Football Frenzy ,"QB: 1, RB: 2-3, WR: 2-3, TE: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,30689,FSA Auction/IDP,,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,,
1970-01-01 00:00:00,,1.0,1.01, , ,27024,Covid Escape League (CEL),"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, DT+DE: 2-5, LB: 2-4, CB+S: 2-4, ","QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,36064,House of Bourbon Too,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1, DT+DE: 2-3, LB: 2-3, CB+S: 2-3, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,62985,To Be Deleted,"QB: 1, RB: 2, WR: 2, TE: 1, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,70083,Flex your qb,"QB: 1-2, RB: 1-3, WR: 1-3, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",10.0,1.0,
2021-04-26 22:07:19,,1.0,1.01,"McCaffrey, Christian",RB,91713,Mock  220,,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",,,
1970-01-01 00:00:00,,1.0,1.01, , ,57372,Aberdeen Ballers,"QB: 1-2, RB: 1-5, WR: 1-5, PK: 1, Def: 1, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 0",8.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,41765,4for4 Dynasty,,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,,
1970-01-01 00:00:00,,1.0,1.01, , ,59679,Misfits Practice Slow Auction,,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,,
1970-01-01 00:00:00,,1.0,1.01, , ,43153,Maryland elite,,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,,
1970-01-01 00:00:00,SAME,1.0,1.01, , ,63175,Delta 1806 - v2.0,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-3, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
1970-01-01 00:00:00,SFIRSTRANDOM,1.0,1.01, , ,28560,Chalupa Batman Football League,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,47144,The League Formerly Known as BMS,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, DT+DE: 1, LB: 1, CB+S: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",10.0,1.0,
1970-01-01 00:00:00,SDRAFT,1.0,1.01, , ,66961,Gridiron Cartel ,"QB: 1-2, RB: 2-5, WR: 3-5, TE: 1-5, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.5, TE_PPR: 2.0",12.0,1.0,
2021-04-27 02:10:45,,1.0,1.01,"McCaffrey, Christian",RB,94051,Mock  222,,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",,,
1970-01-01 00:00:00,,1.0,1.01, , ,60567,Corey Davis Charity League ,"QB: 0-1, RB: 1-3, WR: 2-4, TE: 0-2, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",32.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,31015,Hardcore Guillotine League,,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,,
1970-01-01 00:00:00,,1.0,1.01, , ,26992,Gridiron Legends,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",15.0,1.0,
1970-01-01 00:00:00,,1.0,1.01, , ,72572,The League - Dynasty Style,"QB: 1, RB: 2-3, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
2021-04-21 14:43:03,SFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,15918,SafeLeagues Dynasty 616 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
2021-04-20 13:00:48,SFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,27372,Apex Amateur Dynamic Superflex Dynasty 283,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
2021-02-18 14:58:09,SFIRSTRANDOM,1.0,1.01,"Mahomes, Patrick",QB,25491,Y PH Feb BB for $5 bankroll in 2022,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,1.0,
2021-02-11 15:48:56,SDRAFT,1.0,1.01,"McCaffrey, Christian",RB,45904,Super Bowl $25 Bestball Hangover,"QB: 1-2, RB: 2-7, WR: 0-7, TE: 0-7, Def: 1-2, ","QB_pTD: 5.0, RB_PPR: 0.75, WR_PPR: 1.0, TE_PPR: 1.25",12.0,1.0,
2021-03-31 18:51:03,SDRAFT,1.0,1.01,"Barkley, Saquon",RB,63406,DLF Dynasty Mock April #1,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,1.0,
2021-02-10 04:17:35,SAME,1.0,01.01,Rookie Pick 1,Pick,64930,DLF Dynasty SUPERFLEX ROOKIE Mock February #3,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-27 19:37:11,,1.0,01.01,"McCaffrey, Christian",RB,98291,Mock  134,,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",,,
2021-04-15 23:27:33,SAME,1.0,01.01,Rookie Pick 1,Pick,10578,Chuck Norris Invitational Dynasty League,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10,1,
2021-04-05 12:54:36,SAME,1.0,01.01,Rookie Pick 1,Pick,58447,Elite Bobs,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-25 13:00:28,3RDROUNDFIRSTRANDOM,1.0,01.01,"McCaffrey, Christian",RB,73220,delete ,"QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-4, PK: 1, DE: 1-4, DT: 1-4, LB: 2-4, CB: 1-4, S: 1-4, ","QB_pTD: 5.0, RB_PPR: 0.05, WR_PPR: 1.0, TE_PPR: 0.05",14,1,
2021-04-19 14:01:16,SFIRSTRANDOM,1.0,01.01,"Mahomes, Patrick",QB,60530,SafeLeagues Best Ball Dynasty 203 - Basic (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-31 23:15:48,SAME,1.0,01.01,Rookie Pick 1,Pick,18879,DLF Dynasty SUPERFLEX ROOKIE Mock April #10,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-27 04:00:45,SAME,1.0,01.01,Rookie Pick 1,Pick,25555,Go for the Win!!! Dynasty League,"QB: 1, RB: 1-5, WR: 1-5, TE: 1-5, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-01 13:28:07,SDRAFT,1.0,01.01,"McCaffrey, Christian",RB,53992,Sunday Funday Dynasty League,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12,1,
2021-04-15 14:01:07,SFIRSTRANDOM,1.0,01.01,"Mahomes, Patrick",QB,30604,SafeLeagues Dynasty 601 - Premium (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-31 19:25:31,SAME,1.0,01.01,Rookie Pick 1,Pick,18523,DLF Dynasty ROOKIE Mock April #8,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-01 12:20:13,SAME,1.0,01.01,Rookie Pick 1,Pick,47622,DLF Dynasty ROOKIE Mock March #2,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-02-21 18:02:08,SFIRSTRANDOM,1.0,01.01,"Taylor, Jonathan",RB,19691,Copy of 24-to-life,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",24,2,
2021-04-05 19:00:35,SDRAFT,1.0,01.01,Rookie Pick 1,Pick,65317,King of the Harem,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: 0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14,1,
2021-03-03 13:10:32,RANDOM,1.0,01.01,"McCaffrey, Christian",RB,43645,Wolfpack Rules2,"QB: 1, RB: 2, WR: 2, TE: 1, PK: 1, Def: 1, ","QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12,1,
2021-03-05 17:00:32,SFIRSTRANDOM,1.0,01.01,"Mahomes, Patrick",QB,66411,ZZ Draft Day Draft Master SF I,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-15 21:13:49,SDRAFT,1.0,01.01,"Mahomes, Patrick",QB,21182,DLFS 2.0,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12,1,
2021-03-31 20:42:11,SAME,1.0,01.01,Rookie Pick 1,Pick,19924,DLF Dynasty ROOKIE Mock April #10,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-02-15 00:12:53,SAME,1.0,01.01,"McCaffrey, Christian",RB,48971,DN75 dispersal draft ,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-27 04:46:14,SFIRSTRANDOM,1.0,01.01,"McCaffrey, Christian",RB,70422,Patreon/ All Stars Eliminator Best Ball ,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",17,1,
2021-03-01 14:31:39,SAME,1.0,01.01,Rookie Pick 1,Pick,43562,DLF Dynasty SUPERFLEX ROOKIE Mock March #10,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-02-11 13:52:58,SDRAFT,1.0,01.01,"McCaffrey, Christian",RB,48279,Lockdown Dynasty League,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-4, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14,1,
2021-03-01 00:06:27,SAME,1.0,01.01,Rookie Pick 1,Pick,21991,Fantasy Scouts Dynasty League,"QB: 1-2, RB: 1-5, WR: 3-7, TE: 1-5, ","QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12,1,
2021-03-28 18:25:27,SDRAFT,1.0,.,Rookie Pick 1,Pick,27369,(1)2 Fellas,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12,1,
2021-03-10 03:01:26,SAME,1.0,01.01,Rookie Pick 1,Pick,75045,The Premier League,"QB: 2, RB: 2-4, WR: 2-4, TE: 2-4, DE: 1-2, DT: 1-2, LB: 3-4, CB: 1-2, S: 1-2, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",30,3,
2021-04-08 12:57:20,SDRAFT,1.0,01.01,"McCaffrey, Christian",RB,56694,Hard Knocks III,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-01 11:31:54,SAME,1.0,01.01,Rookie Pick 1,Pick,27731,DLF Dynasty SUPERFLEX ROOKIE Mock March #3,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-26 14:45:51,SAME,1.0,01.01,Rookie Pick 1,Pick,25546,Down and Out ,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: 0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-19 20:07:39,SAME,1.0,01.01,Rookie Pick 1,Pick,22914,Galactic Gridiron,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-17 12:11:13,SAME,1.0,01.01,Rookie Pick 1,Pick,19948,DEFENSE WINS CHAMPIONSHIPS,"DE: 3-6, DT: 2-5, LB: 4-8, CB: 2-5, S: 3-7, ","QB_pTD: 0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",14,1,
2021-02-19 04:02:39,SDRAFT,1.0,01.01,"Mahomes, Patrick",QB,12363,Male Fantasy’s ,"QB: 2, RB: 2-3, WR: 3-4, TE: 1-2, ","QB_pTD: 5.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10,1,
2021-02-10 03:31:18,SAME,1.0,01.01,Rookie Pick 1,Pick,23302,DLF Dynasty SUPERFLEX ROOKIE Mock February #1,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-27 16:24:01,,1.0,01.01,"McCaffrey, Christian",RB,98619,Mock  129,,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",,,
2021-02-22 20:34:33,SAME,1.0,01.01,Rookie Pick 1,Pick,12322,Degenerates R US,"QB: 1-2, RB: 1-7, WR: 1-7, TE: 2-8, ","QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",12,1,
2021-04-27 10:00:51,SAME,1.0,01.01,Rookie Pick 1,Pick,47632,Nightmare League(DL-II),"QB: 1-2, RB: 2-4, WR: 3-5, TE: 2-4, DE: 1-3, DT: 1-3, LB: 3-4, CB: 1-3, S: 1-3, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-02-14 05:45:26,SDRAFT,1.0,01.01,"McCaffrey, Christian",RB,40599,2021 3-Way #2,"QB: 3-6, RB: 6-13, WR: 6-13, TE: 3-13, ","QB_pTD: 4.5, RB_PPR: 0.75, WR_PPR: 1.0, TE_PPR: 1.5",3,1,
2021-04-27 15:00:09,SAME,1.0,01.01,Rookie Pick 1,Pick,62943,Copy of Wicked Good Fantasy Football League,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-3, PK: 0-1, DT+DE: 1-3, LB: 2-4, CB+S: 2-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",32,1,
2021-04-27 15:00:09,SAME,1.0,01.01,Rookie Pick 1,Pick,62943,Copy of Wicked Good Fantasy Football League,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-3, PK: 0-1, DT+DE: 1-3, LB: 2-4, CB+S: 2-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",32,1,
2021-03-31 19:25:00,SAME,1.0,01.01,Rookie Pick 1,Pick,55533,DLF Dynasty SUPERFLEX ROOKIE Mock April #5,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-17 20:07:09,RANDOM,1.0,01.01,Rookie Pick 1,Pick,22270,"FF Addicts Rookie Mock (PPR, Pre NFL Draft) - 2021","QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1, Def: 1, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",4,1,
2021-04-01 01:22:50,SAME,1.0,01.01,Rookie Pick 1,Pick,13340,DLF Dynasty SUPERFLEX ROOKIE Mock April #8,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-03-01 19:01:09,SAME,1.0,01.01,Rookie Pick 1,Pick,55339,DLF Dynasty SUPERFLEX ROOKIE Mock March #9,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ","QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
2021-04-22 14:26:14,SFIRSTRANDOM,1.0,01.01,"Mahomes, Patrick",QB,26997,SafeLeagues Best Ball Dynasty 205 - Deluxe (SF/TE),"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ","QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12,1,
